Date,DayPeakGen(MW),EveningPeakGen(MW),MaxDemand(MW),MaxGen(MW),Temp(C),Year,Month,Season,IsHoliday
2022-12-10,9146,11461,9700,11461,23.5,2022,12,lowTempSeason,No
2022-12-09,9054,11281,9300,11281,23.2,2022,12,lowTempSeason,Yes
2022-12-08,8804,11061,10200,11061,23.5,2022,12,lowTempSeason,No
2022-12-07,8814,11112,10200,11112,23.4,2022,12,lowTempSeason,No
2022-12-06,8982,11199,10200,11199,23.5,2022,12,lowTempSeason,No
2022-12-05,9236,11907,10200,11907,23.6,2022,12,lowTempSeason,No
2022-12-04,9393,11914,10500,11914,23.8,2022,12,lowTempSeason,No
2022-12-03,9091,11691,10000,11691,24.5,2022,12,lowTempSeason,No
2022-12-02,8510,11321,10000,11321,25.0,2022,12,lowTempSeason,Yes
2022-12-01,9737,11784,10500,11784,25.6,2022,12,lowTempSeason,No
2022-11-30,9397,11201,10500,11201,26.9,2022,11,lowTempSeason,No
2022-11-29,8841,10638,10400,10638,25.7,2022,11,lowTempSeason,No
2022-11-28,8678,10491,10200,10491,25.2,2022,11,lowTempSeason,No
2022-11-27,8941,10935,10500,10935,25.7,2022,11,lowTempSeason,No
2022-11-26,8924,10923,10000,10923,25.6,2022,11,lowTempSeason,No
2022-11-25,8783,10688,10200,10688,25.5,2022,11,lowTempSeason,Yes
2022-11-24,9438,11106,10500,11106,24.6,2022,11,lowTempSeason,No
2022-11-23,9506,11217,10800,11217,24.4,2022,11,lowTempSeason,No
2022-11-22,9716,11313,10800,11313,25.1,2022,11,lowTempSeason,No
2022-11-21,10134,11678,10800,11678,25.9,2022,11,lowTempSeason,No
2022-11-20,10075,11775,10900,11775,25.4,2022,11,lowTempSeason,No
2022-11-19,9280,11136,10800,11136,24.5,2022,11,lowTempSeason,No
2022-11-18,9750,11340,10200,11340,25.4,2022,11,lowTempSeason,Yes
2022-11-17,9781,11360,10700,11360,25.3,2022,11,lowTempSeason,No
2022-11-16,10230,11903,10800,11903,25.7,2022,11,lowTempSeason,No
2022-11-15,9707,11340,10800,11340,25.3,2022,11,lowTempSeason,No
2022-11-14,9839,11284,11200,11284,25.7,2022,11,lowTempSeason,No
2022-11-13,9740,11530,11400,11530,25.7,2022,11,lowTempSeason,No
2022-11-12,10141,11930,11000,11930,26.4,2022,11,lowTempSeason,No
2022-11-11,10297,11942,10800,11942,26.6,2022,11,lowTempSeason,Yes
2022-11-10,10189,11562,11300,11562,26.7,2022,11,lowTempSeason,No
2022-11-09,10300,11731,11500,11731,27.2,2022,11,lowTempSeason,No
2022-11-08,9800,11840,11800,11840,27.1,2022,11,lowTempSeason,No
2022-11-07,9607,11971,11600,11971,27.4,2022,11,lowTempSeason,No
2022-11-06,9531,12188,12400,12188,27.5,2022,11,lowTempSeason,No
2022-11-05,9602,12166,11800,12166,26.9,2022,11,lowTempSeason,No
2022-11-04,10058,12211,11000,12211,26.4,2022,11,lowTempSeason,Yes
2022-11-03,10125,12140,12600,12140,27.3,2022,11,lowTempSeason,No
2022-11-02,10398,12164,12500,12164,28.8,2022,11,lowTempSeason,No
2022-11-01,10426,12088,12400,12088,29.0,2022,11,lowTempSeason,No
2022-10-31,10226,11849,11800,11849,28.1,2022,10,highTempSeason,No
2022-10-30,9879,11892,12800,11892,27.4,2022,10,highTempSeason,No
2022-10-29,9929,12002,11000,12002,27.1,2022,10,highTempSeason,No
2022-10-28,9918,11915,11000,11915,27.2,2022,10,highTempSeason,Yes
2022-10-27,10210,12531,13200,12531,27.8,2022,10,highTempSeason,No
2022-10-26,9827,12433,12900,12433,27.9,2022,10,highTempSeason,No
2022-10-25,8842,11962,11000,11962,24.7,2022,10,highTempSeason,No
2022-10-24,9397,11815,8500,11815,24.5,2022,10,highTempSeason,No
2022-10-23,9966,12380,13500,12380,28.2,2022,10,highTempSeason,No
2022-10-22,10325,12787,13300,12787,30.1,2022,10,highTempSeason,No
2022-10-21,10298,12516,12700,12516,30.0,2022,10,highTempSeason,Yes
2022-10-20,10803,12761,13800,12761,29.5,2022,10,highTempSeason,No
2022-10-19,10405,12325,13800,12325,29.4,2022,10,highTempSeason,No
2022-10-18,10315,12560,13800,12560,29.7,2022,10,highTempSeason,No
2022-10-17,10391,12480,13700,12480,30.1,2022,10,highTempSeason,No
2022-10-16,10456,12688,13800,12688,30.0,2022,10,highTempSeason,No
2022-10-15,10370,12813,13500,12813,29.6,2022,10,highTempSeason,No
2022-10-14,10715,12880,13200,12880,29.1,2022,10,highTempSeason,Yes
2022-10-13,11104,12962,12800,12962,28.7,2022,10,highTempSeason,No
2022-10-12,10525,12637,14200,12637,28.2,2022,10,highTempSeason,No
2022-10-11,10781,12867,14200,12867,29.9,2022,10,highTempSeason,No
2022-10-10,10643,12686,14200,12686,30.1,2022,10,highTempSeason,No
2022-10-09,10403,12925,13800,12925,29.9,2022,10,highTempSeason,No
2022-10-08,9882,12435,13600,12435,30.6,2022,10,highTempSeason,No
2022-10-07,11195,12889,13900,12889,30.2,2022,10,highTempSeason,Yes
2022-10-06,10638,12808,14000,12808,30.6,2022,10,highTempSeason,No
2022-10-05,10114,12398,13000,12398,29.8,2022,10,highTempSeason,No
2022-10-04,10250,12370,13800,12370,29.0,2022,10,highTempSeason,No
2022-10-03,10581,12621,13600,12621,27.6,2022,10,highTempSeason,No
2022-10-02,11741,13187,13800,13187,28.2,2022,10,highTempSeason,No
2022-10-01,12037,13585,14300,13585,30.6,2022,10,highTempSeason,No
2022-09-30,11934,13501,13500,13501,30.9,2022,9,highTempSeason,Yes
2022-09-29,11723,13143,14400,13143,29.5,2022,9,highTempSeason,No
2022-09-28,12103,13264,14300,13264,29.6,2022,9,highTempSeason,No
2022-09-27,12109,13368,14200,13368,29.5,2022,9,highTempSeason,No
2022-09-26,11854,13035,14200,13035,29.3,2022,9,highTempSeason,No
2022-09-25,11819,13016,14000,13016,29.3,2022,9,highTempSeason,No
2022-09-24,11579,13467,14000,13467,29.3,2022,9,highTempSeason,No
2022-09-23,11893,13273,13700,13273,29.3,2022,9,highTempSeason,Yes
2022-09-22,12481,14218,14200,14218,30.6,2022,9,highTempSeason,No
2022-09-21,12176,13979,14200,13979,30.8,2022,9,highTempSeason,No
2022-09-20,11931,13785,14000,13785,30.1,2022,9,highTempSeason,No
2022-09-19,11985,13908,14000,13908,29.9,2022,9,highTempSeason,No
2022-09-18,11397,14011,14000,14011,28.8,2022,9,highTempSeason,No
2022-09-17,11980,14561,13400,14561,30.2,2022,9,highTempSeason,No
2022-09-16,11556,14283,12400,14283,30.4,2022,9,highTempSeason,Yes
2022-09-15,11925,14440,12600,14440,29.3,2022,9,highTempSeason,No
2022-09-14,11881,14186,12500,14186,26.3,2022,9,highTempSeason,No
2022-09-13,12072,14085,12400,14085,26.7,2022,9,highTempSeason,No
2022-09-12,12070,14257,13300,14257,27.7,2022,9,highTempSeason,No
2022-09-11,12499,14127,13800,14127,29.5,2022,9,highTempSeason,No
2022-09-10,12251,14009,13800,14009,29.9,2022,9,highTempSeason,No
2022-09-09,11650,13445,13700,13445,31.0,2022,9,highTempSeason,Yes
2022-09-08,12097,13856,14200,13856,29.7,2022,9,highTempSeason,No
2022-09-07,11945,13805,13800,13805,30.3,2022,9,highTempSeason,No
2022-09-06,12373,14114,13400,14114,28.4,2022,9,highTempSeason,No
2022-09-05,12171,14075,14200,14075,29.2,2022,9,highTempSeason,No
2022-09-04,11767,14301,13900,14301,28.8,2022,9,highTempSeason,No
2022-09-03,12107,14460,14200,14460,28.8,2022,9,highTempSeason,No
2022-09-02,12057,13967,14200,13967,30.7,2022,9,highTempSeason,Yes
2022-09-01,12100,14071,14700,14071,31.5,2022,9,highTempSeason,No
2022-08-31,11728,13614,14800,13614,31.3,2022,8,highTempSeason,No
2022-08-30,12045,13664,14300,13664,31.5,2022,8,highTempSeason,No
2022-08-29,12329,13735,14200,13735,30.5,2022,8,highTempSeason,No
2022-08-28,12540,14186,14100,14186,29.8,2022,8,highTempSeason,No
2022-08-27,12931,14555,14400,14555,30.9,2022,8,highTempSeason,No
2022-08-26,12828,14405,13800,14405,30.8,2022,8,highTempSeason,Yes
2022-08-25,12678,14372,14100,14372,29.9,2022,8,highTempSeason,No
2022-08-24,11760,14033,14200,14033,29.9,2022,8,highTempSeason,No
2022-08-23,11966,13737,14200,13737,30.2,2022,8,highTempSeason,No
2022-08-22,11683,13663,14300,13663,30.9,2022,8,highTempSeason,No
2022-08-21,11693,13638,14200,13638,30.8,2022,8,highTempSeason,No
2022-08-20,11323,13826,14000,13826,30.2,2022,8,highTempSeason,No
2022-08-19,11364,13613,13600,13613,30.0,2022,8,highTempSeason,Yes
2022-08-18,12292,14423,14000,14423,32.0,2022,8,highTempSeason,No
2022-08-17,11905,13880,14300,13880,30.6,2022,8,highTempSeason,No
2022-08-16,11734,13950,14200,13950,30.8,2022,8,highTempSeason,No
2022-08-15,11470,13830,13600,13830,30.1,2022,8,highTempSeason,No
2022-08-14,11649,13590,14000,13590,27.9,2022,8,highTempSeason,No
2022-08-13,11328,13314,14700,13314,29.5,2022,8,highTempSeason,No
2022-08-12,10932,12925,14200,12925,30.0,2022,8,highTempSeason,Yes
2022-08-11,11033,13246,13800,13246,30.0,2022,8,highTempSeason,No
2022-08-10,10805,13200,13800,13200,29.1,2022,8,highTempSeason,No
2022-08-09,11360,13615,13600,13615,30.2,2022,8,highTempSeason,No
2022-08-07,11730,13539,14200,13539,31.4,2022,8,highTempSeason,No
2022-08-07,10523,12380,14000,12380,31.4,2022,8,highTempSeason,No
2022-08-06,10893,12778,13800,12778,30.2,2022,8,highTempSeason,No
2022-08-05,10700,12580,13000,12580,31.2,2022,8,highTempSeason,Yes
2022-08-04,11106,12591,14000,12591,29.1,2022,8,highTempSeason,No
2022-08-03,11315,12982,14000,12982,30.3,2022,8,highTempSeason,No
2022-08-02,11054,12898,13900,12898,29.4,2022,8,highTempSeason,No
2022-08-01,10934,12700,14000,12700,29.4,2022,8,highTempSeason,No
2022-07-31,11040,12935,14000,12935,30.1,2022,7,highTempSeason,No
2022-07-30,11240,13105,13800,13105,30.5,2022,7,highTempSeason,No
2022-07-29,11299,12994,12800,12994,31.0,2022,7,highTempSeason,Yes
2022-07-28,10912,12876,14000,12876,30.5,2022,7,highTempSeason,No
2022-07-27,10696,11965,14400,11965,30.6,2022,7,highTempSeason,No
2022-07-26,10660,11810,13850,11810,28.5,2022,7,highTempSeason,No
2022-07-25,10664,11831,14000,11831,28.4,2022,7,highTempSeason,No
2022-07-24,11242,12313,14000,12313,28.5,2022,7,highTempSeason,No
2022-07-23,11405,12758,14000,12758,31.4,2022,7,highTempSeason,No
2022-07-22,11407,12635,12900,12635,31.3,2022,7,highTempSeason,Yes
2022-07-21,11640,12570,14200,12570,30.7,2022,7,highTempSeason,No
2022-07-20,11520,12051,14200,12051,29.2,2022,7,highTempSeason,No
2022-07-19,11813,12482,14400,12482,30.8,2022,7,highTempSeason,No
2022-07-18,13309,14919,14500,14919,31.2,2022,7,highTempSeason,No
2022-07-17,13928,15251,14600,15251,31.3,2022,7,highTempSeason,No
2022-07-16,14190,15730,13600,15730,31.7,2022,7,highTempSeason,No
2022-07-15,13891,15811,12900,15811,31.8,2022,7,highTempSeason,Yes
2022-07-14,13358,15416,12800,15416,32.1,2022,7,highTempSeason,No
2022-07-13,13431,15107,13000,15107,32.0,2022,7,highTempSeason,No
2022-07-12,12630,14255,12500,14255,31.3,2022,7,highTempSeason,No
2022-07-11,12525,14080,12800,14080,31.3,2022,7,highTempSeason,No
2022-07-10,13311,14873,11500,14873,30.8,2022,7,highTempSeason,No
2022-07-09,12825,14230,12500,14230,31.6,2022,7,highTempSeason,No
2022-07-08,12681,14002,12500,14002,30.5,2022,7,highTempSeason,Yes
2022-07-07,13048,14175,14000,14175,30.8,2022,7,highTempSeason,No
2022-07-06,12823,13878,14000,13878,28.9,2022,7,highTempSeason,No
2022-07-05,11820,13070,14000,13070,30.8,2022,7,highTempSeason,No
2022-07-04,11761,12818,14000,12818,30.3,2022,7,highTempSeason,No
2022-07-03,12771,13440,14250,13440,30.7,2022,7,highTempSeason,No
2022-07-02,12419,13792,13800,13792,31.2,2022,7,highTempSeason,No
2022-07-01,12705,14025,13000,14025,29.8,2022,7,highTempSeason,Yes
2022-06-30,13013,14241,13900,14241,28.0,2022,6,highTempSeason,No
2022-06-29,13472,14811,14000,14811,29.5,2022,6,highTempSeason,No
2022-06-28,13502,14755,14100,14755,30.6,2022,6,highTempSeason,No
2022-06-27,13649,14960,13900,14960,31.6,2022,6,highTempSeason,No
2022-06-26,13380,14920,14000,14920,30.5,2022,6,highTempSeason,No
2022-06-25,13579,15039,13500,15039,30.3,2022,6,highTempSeason,No
2022-06-24,13559,14967,12800,14967,31.0,2022,6,highTempSeason,Yes
2022-06-23,13415,14681,13500,14681,29.6,2022,6,highTempSeason,No
2022-06-22,13470,14693,13200,14693,29.5,2022,6,highTempSeason,No
2022-06-21,13284,14787,13900,14787,28.6,2022,6,highTempSeason,No
2022-06-20,13358,14718,12700,14718,28.8,2022,6,highTempSeason,No
2022-06-19,13492,14916,13000,14916,28.8,2022,6,highTempSeason,No
2022-06-18,13859,14919,12300,14919,26.4,2022,6,highTempSeason,No
2022-06-17,13789,15096,11000,15096,26.8,2022,6,highTempSeason,Yes
2022-06-16,13032,14696,14000,14696,30.3,2022,6,highTempSeason,No
2022-06-15,12634,14134,14000,14134,29.8,2022,6,highTempSeason,No
2022-06-14,12536,14181,14100,14181,31.0,2022,6,highTempSeason,No
2022-06-13,13473,14215,14200,14215,31.5,2022,6,highTempSeason,No
2022-06-12,13770,14510,14400,14510,31.6,2022,6,highTempSeason,No
2022-06-11,14082,14763,13600,14763,30.6,2022,6,highTempSeason,No
2022-06-10,13841,14349,12700,14349,29.5,2022,6,highTempSeason,Yes
2022-06-09,13866,14376,13500,14376,28.1,2022,6,highTempSeason,No
2022-06-08,13492,14381,13934,14381,31.1,2022,6,highTempSeason,No
2022-06-07,13516,14057,13900,14057,30.5,2022,6,highTempSeason,No
2022-06-06,14349,15151,14200,15151,31.3,2022,6,highTempSeason,No
2022-06-05,13861,15361,14000,15361,30.4,2022,6,highTempSeason,No
2022-06-04,14235,15274,14100,15274,28.7,2022,6,highTempSeason,No
2022-06-03,14108,15128,12500,15128,28.8,2022,6,highTempSeason,Yes
2022-06-02,13923,14994,13900,14994,29.5,2022,6,highTempSeason,No
2022-06-01,13869,14953,14000,14953,29.2,2022,6,highTempSeason,No
2022-05-31,14353,15367,14000,15367,30.0,2022,5,highTempSeason,No
2022-05-30,13831,14808,14000,14808,29.2,2022,5,highTempSeason,No
2022-05-29,13857,14964,13800,14964,30.3,2022,5,highTempSeason,No
2022-05-28,13675,14559,13800,14559,30.2,2022,5,highTempSeason,No
2022-05-27,13648,14782,12500,14782,29.9,2022,5,highTempSeason,Yes
2022-05-26,13895,14906,14000,14906,29.7,2022,5,highTempSeason,No
2022-05-25,13890,14762,14100,14762,29.0,2022,5,highTempSeason,No
2022-05-24,13568,14668,14200,14668,30.7,2022,5,highTempSeason,No
2022-05-23,14133,14732,14000,14732,31.1,2022,5,highTempSeason,No
2022-05-22,14372,14978,13500,14978,29.8,2022,5,highTempSeason,No
2022-05-21,13950,15250,12000,15250,28.7,2022,5,highTempSeason,No
2022-05-20,14760,15307,12700,15307,29.8,2022,5,highTempSeason,Yes
2022-05-19,14878,15331,14000,15331,31.0,2022,5,highTempSeason,No
2022-05-18,14332,15066,14000,15066,31.7,2022,5,highTempSeason,No
2022-05-17,14493,15063,14000,15063,31.1,2022,5,highTempSeason,No
2022-05-16,14851,15519,14000,15519,30.9,2022,5,highTempSeason,No
2022-05-15,14814,15420,13500,15420,31.2,2022,5,highTempSeason,No
2022-05-14,14717,15291,12900,15291,29.6,2022,5,highTempSeason,No
2022-05-13,14828,15408,12300,15408,29.4,2022,5,highTempSeason,Yes
2022-05-12,15370,15995,12900,15995,28.1,2022,5,highTempSeason,No
2022-05-11,14943,15406,12500,15406,27.1,2022,5,highTempSeason,No
2022-05-10,14762,15324,12500,15324,27.7,2022,5,highTempSeason,No
2022-05-09,14958,15559,12900,15559,29.5,2022,5,highTempSeason,No
2022-05-08,15646,16205,13000,16205,30.9,2022,5,highTempSeason,No
2022-05-07,15230,16170,12000,16170,29.3,2022,5,highTempSeason,No
2022-05-06,15065,16197,12000,16197,28.5,2022,5,highTempSeason,Yes
2022-05-05,14302,15239,11200,15239,29.5,2022,5,highTempSeason,No
2022-05-04,13427,14787,8200,14787,27.7,2022,5,highTempSeason,No
2022-05-03,14050,15361,9200,15361,27.5,2022,5,highTempSeason,No
2022-05-02,14863,15746,12300,15746,29.9,2022,5,highTempSeason,No
2022-05-01,14850,15821,12000,15821,30.6,2022,5,highTempSeason,No
2022-04-30,14624,15410,14000,15410,30.8,2022,4,highTempSeason,No
2022-04-29,15258,15495,13700,15495,32.7,2022,4,highTempSeason,Yes
2022-04-28,15116,15547,14600,15547,32.0,2022,4,highTempSeason,No
2022-04-27,15296,15536,14800,15536,32.2,2022,4,highTempSeason,No
2022-04-26,15359,15542,15200,15542,31.5,2022,4,highTempSeason,No
2022-04-25,14758,14981,14800,14981,31.8,2022,4,highTempSeason,No
2022-04-24,14982,15121,14600,15121,30.8,2022,4,highTempSeason,No
2022-04-23,14594,15004,12000,15004,29.0,2022,4,highTempSeason,No
2022-04-22,14590,15340,13000,15340,28.5,2022,4,highTempSeason,Yes
2022-04-21,14947,15431,14000,15431,26.8,2022,4,highTempSeason,No
2022-04-20,14975,15380,13000,15380,25.5,2022,4,highTempSeason,No
2022-04-19,14422,14933,14800,14933,31.8,2022,4,highTempSeason,No
2022-04-18,14453,15150,14700,15150,31.0,2022,4,highTempSeason,No
2022-04-17,15050,15740,15000,15740,30.5,2022,4,highTempSeason,No
2022-04-16,14960,15493,14500,15493,30.5,2022,4,highTempSeason,No
2022-04-15,14607,15498,13800,15498,31.2,2022,4,highTempSeason,Yes
2022-04-14,15010,15487,14000,15487,30.7,2022,4,highTempSeason,Yes
2022-04-13,14379,15309,14600,15309,31.1,2022,4,highTempSeason,No
2022-04-12,14690,15460,14200,15460,30.2,2022,4,highTempSeason,No
2022-04-11,14434,15196,14200,15196,30.5,2022,4,highTempSeason,No
2022-04-10,13732,14751,14500,14751,30.4,2022,4,highTempSeason,No
2022-04-09,13582,14631,14500,14631,30.8,2022,4,highTempSeason,No
2022-04-08,14058,14781,13600,14781,30.8,2022,4,highTempSeason,Yes
2022-04-07,13675,14490,14400,14490,31.3,2022,4,highTempSeason,No
2022-04-06,13332,14251,14600,14251,30.6,2022,4,highTempSeason,No
2022-04-05,13130,14048,14600,14048,31.0,2022,4,highTempSeason,No
2022-04-04,12806,13695,14300,13695,30.9,2022,4,highTempSeason,No
2022-04-03,13060,13854,13800,13854,30.4,2022,4,highTempSeason,No
2022-04-02,14005,14682,13000,14682,30.6,2022,4,highTempSeason,No
2022-04-01,14042,14912,12900,14912,30.1,2022,4,highTempSeason,Yes
2022-03-31,13891,14815,13500,14815,30.0,2022,3,highTempSeason,No
2022-03-30,13898,14560,13400,14560,29.8,2022,3,highTempSeason,No
2022-03-29,13910,14525,13400,14525,29.2,2022,3,highTempSeason,No
2022-03-28,14040,14685,13600,14685,29.9,2022,3,highTempSeason,No
2022-03-27,13784,14495,13800,14495,29.4,2022,3,highTempSeason,No
2022-03-26,13305,13901,12600,13901,29.8,2022,3,highTempSeason,No
2022-03-25,13156,13846,12600,13846,30.7,2022,3,highTempSeason,Yes
2022-03-24,13249,13801,13800,13801,30.7,2022,3,highTempSeason,No
2022-03-23,13165,13755,13500,13755,30.8,2022,3,highTempSeason,No
2022-03-22,13459,14017,13500,14017,29.4,2022,3,highTempSeason,No
2022-03-21,13549,14062,13300,14062,29.5,2022,3,highTempSeason,No
2022-03-20,13558,13987,12900,13987,30.3,2022,3,highTempSeason,No
2022-03-19,13272,14043,11500,14043,29.8,2022,3,highTempSeason,No
2022-03-18,13036,13600,12000,13600,29.8,2022,3,highTempSeason,Yes
2022-03-17,13217,13674,12400,13674,29.3,2022,3,highTempSeason,No
2022-03-16,12313,12903,12300,12903,29.4,2022,3,highTempSeason,No
2022-03-15,11916,12391,12100,12391,29.3,2022,3,highTempSeason,No
2022-03-14,12499,13055,12400,13055,28.7,2022,3,highTempSeason,No
2022-03-13,12691,13132,12500,13132,28.3,2022,3,highTempSeason,No
2022-03-12,12545,12984,11100,12984,28.3,2022,3,highTempSeason,No
2022-03-11,12478,13053,11000,13053,28.9,2022,3,highTempSeason,Yes
2022-03-10,12882,13488,12000,13488,28.3,2022,3,highTempSeason,No
2022-03-09,12816,13480,12000,13480,28.3,2022,3,highTempSeason,No
2022-03-08,12645,13340,11700,13340,27.6,2022,3,highTempSeason,No
2022-03-07,12884,13494,11500,13494,27.3,2022,3,highTempSeason,No
2022-03-06,12246,12790,11400,12790,27.5,2022,3,highTempSeason,No
2022-03-05,12042,12720,10500,12720,26.7,2022,3,highTempSeason,No
2022-03-04,11959,12360,10000,12360,26.2,2022,3,highTempSeason,Yes
2022-03-03,11775,12360,10800,12360,26.2,2022,3,highTempSeason,No
2022-03-02,12017,12512,10900,12512,26.3,2022,3,highTempSeason,No
2022-03-01,11982,12562,11000,12562,26.3,2022,3,highTempSeason,No
2022-02-28,11896,12463,10400,12463,25.9,2022,2,lowTempSeason,No
2022-02-27,11839,12431,10500,12431,26.0,2022,2,lowTempSeason,No
2022-02-26,11850,12615,10400,12615,25.9,2022,2,lowTempSeason,No
2022-02-25,11728,12248,9300,12248,24.4,2022,2,lowTempSeason,Yes
2022-02-24,12050,12650,10500,12650,25.0,2022,2,lowTempSeason,No
2022-02-23,11722,12218,10100,12218,23.5,2022,2,lowTempSeason,No
2022-02-22,11538,12170,10100,12170,22.6,2022,2,lowTempSeason,No
2022-02-21,11888,12555,9200,12555,22.4,2022,2,lowTempSeason,No
2022-02-20,12064,12703,10600,12703,21.9,2022,2,lowTempSeason,No
2022-02-19,11928,12656,10100,12656,22.9,2022,2,lowTempSeason,No
2022-02-18,11920,12423,9000,12423,22.6,2022,2,lowTempSeason,Yes
2022-02-17,12030,12526,10000,12526,22.1,2022,2,lowTempSeason,No
2022-02-16,11871,12369,10250,12369,22.5,2022,2,lowTempSeason,No
2022-02-15,11493,12387,10000,12387,22.9,2022,2,lowTempSeason,No
2022-02-14,12018,12576,10000,12576,21.8,2022,2,lowTempSeason,No
2022-02-13,11879,12595,10300,12595,21.2,2022,2,lowTempSeason,No
2022-02-12,12051,12787,9600,12787,20.3,2022,2,lowTempSeason,No
2022-02-11,11870,12580,9500,12580,20.2,2022,2,lowTempSeason,Yes
2022-02-10,11840,12445,9800,12445,19.1,2022,2,lowTempSeason,No
2022-02-09,11980,12649,10000,12649,20.8,2022,2,lowTempSeason,No
2022-02-08,11967,12674,9800,12674,20.1,2022,2,lowTempSeason,No
2022-02-07,11460,12267,9700,12267,19.5,2022,2,lowTempSeason,No
2022-02-06,11852,12677,10000,12677,18.7,2022,2,lowTempSeason,No
2022-02-05,11706,12484,9100,12484,20.0,2022,2,lowTempSeason,No
2022-02-04,11754,12447,8500,12447,19.4,2022,2,lowTempSeason,Yes
2022-02-03,11511,12204,10200,12204,21.9,2022,2,lowTempSeason,No
2022-02-02,11112,11752,10000,11752,21.7,2022,2,lowTempSeason,No
2022-02-01,11235,12010,10000,12010,20.0,2022,2,lowTempSeason,No
2022-01-31,11220,11955,10000,11955,19.8,2022,1,lowTempSeason,No
2022-01-30,11577,12401,10200,12401,18.3,2022,1,lowTempSeason,No
2022-01-29,11516,12341,9800,12341,17.3,2022,1,lowTempSeason,No
2022-01-28,11423,12218,8800,12218,19.4,2022,1,lowTempSeason,Yes
2022-01-27,11320,12140,10200,12140,20.0,2022,1,lowTempSeason,No
2022-01-26,11408,12076,10200,12076,20.8,2022,1,lowTempSeason,No
2022-01-25,11489,12117,10000,12117,20.8,2022,1,lowTempSeason,No
2022-01-24,11469,12107,9800,12107,21.2,2022,1,lowTempSeason,No
2022-01-23,11383,12030,9750,12030,21.0,2022,1,lowTempSeason,No
2022-01-22,11750,12470,9800,12470,20.4,2022,1,lowTempSeason,No
2022-01-21,11635,12375,8800,12375,20.1,2022,1,lowTempSeason,Yes
2022-01-20,11590,12255,10000,12255,19.7,2022,1,lowTempSeason,No
2022-01-19,11530,12186,10000,12186,20.8,2022,1,lowTempSeason,No
2022-01-18,11514,12165,9900,12165,20.8,2022,1,lowTempSeason,No
2022-01-17,11290,11965,9900,11965,20.5,2022,1,lowTempSeason,No
2022-01-16,11399,12077,9800,12077,20.8,2022,1,lowTempSeason,No
2022-01-15,11266,12072,9300,12072,20.7,2022,1,lowTempSeason,No
2022-01-14,10929,11767,8600,11767,20.3,2022,1,lowTempSeason,Yes
2022-01-13,10606,11511,9900,11511,22.6,2022,1,lowTempSeason,No
2022-01-12,10255,11250,9850,11250,21.9,2022,1,lowTempSeason,No
2022-01-11,10930,11767,9900,11767,23.1,2022,1,lowTempSeason,No
2022-01-10,11116,11907,9600,11907,23.1,2022,1,lowTempSeason,No
2022-01-09,10881,11677,9800,11677,22.1,2022,1,lowTempSeason,No
2022-01-08,11197,12061,9200,12061,22.5,2022,1,lowTempSeason,No
2022-01-07,11240,12210,8500,12210,22.5,2022,1,lowTempSeason,Yes
2022-01-06,11582,12473,9500,12473,19.9,2022,1,lowTempSeason,No
2022-01-05,11458,12501,9500,12501,19.7,2022,1,lowTempSeason,No
2022-01-04,11089,11982,9300,11982,20.6,2022,1,lowTempSeason,No
2022-01-03,11556,12813,9000,12813,20.8,2022,1,lowTempSeason,No
2022-01-03,11052,11967,9300,11967,20.8,2022,1,lowTempSeason,No
2022-01-02,11165,12090,9600,12090,19.9,2022,1,lowTempSeason,No
2022-01-01,11496,12422,9200,12422,20.4,2022,1,lowTempSeason,No
2021-12-31,11219,12355,8500,12355,22.4,2021,12,lowTempSeason,Yes
2021-12-30,10918,12076,9500,12076,21.9,2021,12,lowTempSeason,No
2021-12-29,11383,12253,9500,12253,21.7,2021,12,lowTempSeason,No
2021-12-28,11433,12361,9800,12361,21.8,2021,12,lowTempSeason,No
2021-12-27,11613,12950,9800,12950,21.9,2021,12,lowTempSeason,No
2021-12-26,11778,13215,9500,13215,22.2,2021,12,lowTempSeason,No
2021-12-25,11796,13034,9200,13034,22.3,2021,12,lowTempSeason,No
2021-12-24,11262,12635,8300,12635,21.6,2021,12,lowTempSeason,Yes
2021-12-23,11075,12470,9400,12470,20.5,2021,12,lowTempSeason,No
2021-12-22,11720,13080,9500,13080,20.9,2021,12,lowTempSeason,No
2021-12-21,11600,12966,9200,12966,20.3,2021,12,lowTempSeason,No
2021-12-20,11731,12929,9200,12929,19.8,2021,12,lowTempSeason,No
2021-12-19,11962,13282,9300,13282,21.6,2021,12,lowTempSeason,No
2021-12-18,11721,13055,9100,13055,21.9,2021,12,lowTempSeason,No
2021-12-17,11456,12792,8300,12792,23.0,2021,12,lowTempSeason,Yes
2021-12-16,11807,13138,8600,13138,22.7,2021,12,lowTempSeason,No
2021-12-15,11355,13042,9200,13042,22.3,2021,12,lowTempSeason,No
2021-12-14,11842,13176,9600,13176,22.2,2021,12,lowTempSeason,No
2021-12-13,11768,13104,9600,13104,22.0,2021,12,lowTempSeason,No
2021-12-12,11640,12980,9800,12980,23.4,2021,12,lowTempSeason,No
2021-12-11,12096,13484,9000,13484,23.6,2021,12,lowTempSeason,No
2021-12-10,11559,12992,8500,12992,24.7,2021,12,lowTempSeason,Yes
2021-12-09,11950,13400,9700,13400,25.0,2021,12,lowTempSeason,No
2021-12-08,11700,13060,9700,13060,24.3,2021,12,lowTempSeason,No
2021-12-07,11795,13171,9200,13171,23.2,2021,12,lowTempSeason,No
