Report Date,Zone,Generation(MW)
2022-05-21,Rajshahi,2955
2022-05-21,Rangpur,808
2022-05-21,Sylhet,3743
2022-05-21,Cumilla,3888
2022-05-21,Chattogram,2773
2022-05-21,Dhaka,42
2022-05-21,Mymensing,996
2022-05-20,Dhaka,41
2022-05-20,Barishal,2955
2022-05-20,Chattogram,2837
2022-05-20,Khulna,3918
2022-05-20,Rangpur,808
2022-05-20,Rajshahi,3250
2022-05-20,Cumilla,3838
2022-05-20,Sylhet,3721
2022-05-20,Mymensing,1006
2022-05-19,Cumilla,3808
2022-05-19,Barishal,2955
2022-05-19,Rangpur,808
2022-05-19,Chattogram,3025
2022-05-19,Dhaka,40
2022-05-19,Mymensing,1036
2022-05-19,Sylhet,3730
2022-05-19,Khulna,3912
2022-05-19,Rajshahi,3241
2022-05-18,Barishal,2838
2022-05-18,Khulna,3928
2022-05-18,Sylhet,3140
2022-05-18,Mymensing,1036
2022-05-18,Cumilla,3682
2022-05-18,Chattogram,3025
2022-05-18,Dhaka,39
2022-05-18,Rangpur,808
2022-05-18,Rajshahi,3242
2022-05-17,Rajshahi,2807
2022-05-17,Barishal,2838
2022-05-17,Khulna,3967
2022-05-17,Sylhet,3534
2022-05-17,Rangpur,808
2022-05-17,Mymensing,1026
2022-05-17,Cumilla,3820
2022-05-17,Chattogram,3003
2022-05-17,Dhaka,38
2022-05-16,Rangpur,804
2022-05-16,Rajshahi,2861
2022-05-16,Barishal,2782
2022-05-16,Dhaka,37
2022-05-16,Chattogram,3019
2022-05-16,Khulna,3949
2022-05-16,Mymensing,1026
2022-05-16,Cumilla,3885
2022-05-16,Sylhet,3676
2022-05-15,Rangpur,804
2022-05-15,Chattogram,3017
2022-05-15,Rajshahi,2839
2022-05-15,Barishal,2801
2022-05-15,Khulna,3833
2022-05-15,Sylhet,3536
2022-05-15,Mymensing,1036
2022-05-15,Cumilla,3900
2022-05-15,Dhaka,36
2022-05-14,Rangpur,806
2022-05-14,Barishal,2755
2022-05-14,Cumilla,3890
2022-05-14,Mymensing,1036
2022-05-14,Sylhet,3570
2022-05-14,Khulna,3858
2022-05-14,Dhaka,35
2022-05-14,Rajshahi,2679
2022-05-14,Chattogram,2937
2022-05-13,Rajshahi,2749
2022-05-13,Mymensing,1036
2022-05-13,Barishal,2755
2022-05-13,Khulna,3847
2022-05-13,Sylhet,3608
2022-05-13,Rangpur,806
2022-05-13,Chattogram,3113
2022-05-13,Cumilla,3840
2022-05-13,Dhaka,34
2022-05-12,Chattogram,3079
2022-05-12,Cumilla,4086
2022-05-12,Mymensing,1036
2022-05-12,Sylhet,4344
2022-05-12,Khulna,3868
2022-05-12,Barishal,2738
2022-05-12,Rajshahi,2762
2022-05-12,Rangpur,864
2022-05-12,Dhaka,33
2022-05-11,Mymensing,1136
2022-05-11,Dhaka,32
2022-05-11,Sylhet,3682
2022-05-11,Cumilla,4073
2022-05-11,Khulna,3854
2022-05-11,Barishal,2762
2022-05-11,Rajshahi,2722
2022-05-11,Rangpur,864
2022-05-11,Chattogram,3106
2022-05-10,Rajshahi,2718
2022-05-10,Rangpur,864
2022-05-10,Chattogram,3006
2022-05-10,Khulna,3898
2022-05-10,Barishal,2762
2022-05-10,Sylhet,3482
2022-05-10,Dhaka,31
2022-05-10,Cumilla,4073
2022-05-10,Mymensing,1130
2022-05-09,Dhaka,30
2022-05-09,Rangpur,864
2022-05-09,Cumilla,4057
2022-05-09,Rajshahi,2718
2022-05-09,Barishal,2762
2022-05-09,Khulna,3940
2022-05-09,Sylhet,3497
2022-05-09,Mymensing,1130
2022-05-09,Chattogram,2906
2022-05-08,Sylhet,4002
2022-05-08,Rangpur,864
2022-05-08,Rajshahi,2698
2022-05-08,Barishal,2692
2022-05-08,Khulna,4062
2022-05-08,Mymensing,1170
2022-05-08,Cumilla,4148
2022-05-08,Chattogram,2868
2022-05-08,Dhaka,29
2022-05-07,Rangpur,861
2022-05-07,Mymensing,1150
2022-05-07,Dhaka,28
2022-05-07,Chattogram,2894
2022-05-07,Cumilla,4011
2022-05-07,Khulna,3849
2022-05-07,Rajshahi,2998
2022-05-07,Sylhet,3878
2022-05-07,Barishal,2697
2022-05-06,Mymensing,1150
2022-05-06,Sylhet,3994
2022-05-06,Chattogram,3045
2022-05-06,Cumilla,3950
2022-05-06,Khulna,3799
2022-05-06,Rajshahi,2889
2022-05-06,Rangpur,858
2022-05-06,Dhaka,27
2022-05-06,Barishal,2692
2022-05-05,Dhaka,26
2022-05-05,Barishal,2679
2022-05-05,Rajshahi,1599
2022-05-05,Chattogram,3013
2022-05-05,Cumilla,4068
2022-05-05,Mymensing,1140
2022-05-05,Sylhet,3968
2022-05-05,Khulna,3281
2022-05-05,Rangpur,858
2022-05-04,Dhaka,25
2022-05-04,Rangpur,773
2022-05-04,Rajshahi,1563
2022-05-04,Chattogram,3067
2022-05-04,Cumilla,4053
2022-05-04,Mymensing,1094
2022-05-04,Sylhet,3894
2022-05-04,Khulna,2826
2022-05-04,Barishal,2379
2022-05-03,Dhaka,24
2022-05-03,Chattogram,3077
2022-05-03,Mymensing,1144
2022-05-03,Sylhet,3944
2022-05-03,Khulna,2628
2022-05-03,Barishal,2377
2022-05-03,Rajshahi,2373
2022-05-03,Rangpur,773
2022-05-03,Cumilla,4035
2022-05-02,Rajshahi,2673
2022-05-02,Chattogram,2887
2022-05-02,Khulna,3636
2022-05-02,Barishal,2477
2022-05-02,Sylhet,3817
2022-05-02,Mymensing,1109
2022-05-02,Dhaka,23
2022-05-02,Cumilla,4078
2022-05-02,Rangpur,773
2022-05-01,Barishal,2396
2022-05-01,Rajshahi,3113
2022-05-01,Rangpur,773
2022-05-01,Khulna,3646
2022-05-01,Mymensing,1119
2022-05-01,Sylhet,3817
2022-05-01,Cumilla,4089
2022-05-01,Chattogram,2875
2022-05-01,Dhaka,52
2022-04-30,Cumilla,4071
2022-04-30,Rangpur,773
2022-04-30,Chattogram,3047
2022-04-30,Khulna,3642
2022-04-30,Sylhet,3752
2022-04-30,Dhaka,51
2022-04-30,Mymensing,1074
2022-04-30,Rajshahi,3113
2022-04-30,Barishal,2356
2022-04-29,Mymensing,944
2022-04-29,Dhaka,50
2022-04-29,Rangpur,940
2022-04-29,Rajshahi,3033
2022-04-29,Barishal,3296
2022-04-29,Chattogram,3045
2022-04-29,Khulna,3546
2022-04-29,Cumilla,4015
2022-04-29,Sylhet,3752
2022-04-28,Barishal,3290
2022-04-28,Sylhet,3752
2022-04-28,Mymensing,964
2022-04-28,Cumilla,3958
2022-04-28,Rangpur,950
2022-04-28,Rajshahi,3101
2022-04-28,Chattogram,2954
2022-04-28,Dhaka,49
2022-04-28,Khulna,3606
2022-04-27,Chattogram,2947
2022-04-27,Rangpur,1035
2022-04-27,Rajshahi,3106
2022-04-27,Cumilla,4128
2022-04-27,Barishal,3290
2022-04-27,Khulna,3500
2022-04-27,Sylhet,3748
2022-04-27,Mymensing,964
2022-04-27,Dhaka,48
2022-04-26,Dhaka,47
2022-04-26,Rangpur,1035
2022-04-26,Chattogram,2947
2022-04-26,Rajshahi,3086
2022-04-26,Barishal,3270
2022-04-26,Khulna,3741
2022-04-26,Sylhet,3748
2022-04-26,Mymensing,970
2022-04-26,Cumilla,4062
2022-04-25,Barishal,2450
2022-04-25,Rangpur,1041
2022-04-25,Rajshahi,3086
2022-04-25,Chattogram,2752
2022-04-25,Cumilla,3814
2022-04-25,Khulna,3701
2022-04-25,Sylhet,3734
2022-04-25,Mymensing,970
2022-04-25,Dhaka,46
2022-04-24,Rangpur,1041
2022-04-24,Rajshahi,3062
2022-04-24,Barishal,2450
2022-04-24,Khulna,4001
2022-04-24,Sylhet,3734
2022-04-24,Mymensing,966
2022-04-24,Cumilla,3780
2022-04-24,Dhaka,45
2022-04-24,Chattogram,2904
2022-04-23,Cumilla,3903
2022-04-23,Chattogram,2918
2022-04-23,Rangpur,1041
2022-04-23,Rajshahi,2542
2022-04-23,Barishal,2390
2022-04-23,Khulna,3938
2022-04-23,Sylhet,3713
2022-04-23,Mymensing,986
2022-04-23,Dhaka,44
2022-04-22,Rajshahi,2762
2022-04-22,Dhaka,43
2022-04-22,Chattogram,2903
2022-04-22,Cumilla,3708
2022-04-22,Mymensing,971
2022-04-22,Khulna,3940
2022-04-22,Barishal,2390
2022-04-22,Sylhet,3786
2022-04-22,Rangpur,1041
2022-04-21,Rajshahi,3095
2022-04-21,Chattogram,2910
2022-04-21,Dhaka,42
2022-04-21,Cumilla,3833
2022-04-21,Rangpur,1041
2022-04-21,Mymensing,953
2022-04-21,Sylhet,3700
2022-04-21,Khulna,3958
2022-04-21,Barishal,2388
2022-04-20,Chattogram,2928
2022-04-20,Rangpur,1133
2022-04-20,Khulna,3994
2022-04-20,Sylhet,3690
2022-04-20,Mymensing,952
2022-04-20,Cumilla,3738
2022-04-20,Barishal,2388
2022-04-20,Rajshahi,3090
2022-04-20,Dhaka,41
2022-04-19,Sylhet,3690
2022-04-19,Mymensing,952
2022-04-19,Chattogram,2892
2022-04-19,Dhaka,40
2022-04-19,Cumilla,3498
2022-04-19,Khulna,3994
2022-04-19,Barishal,1099
2022-04-19,Rajshahi,3075
2022-04-19,Rangpur,1133
2022-04-18,Rangpur,1139
2022-04-18,Chattogram,2896
2022-04-18,Rajshahi,2887
2022-04-18,Barishal,1099
2022-04-18,Khulna,3959
2022-04-18,Sylhet,4057
2022-04-18,Mymensing,977
2022-04-18,Dhaka,39
2022-04-18,Cumilla,3652
2022-04-17,Rangpur,1139
2022-04-17,Mymensing,1007
2022-04-17,Chattogram,2918
2022-04-17,Sylhet,4001
2022-04-17,Khulna,3813
2022-04-17,Barishal,2281
2022-04-17,Rajshahi,2681
2022-04-17,Dhaka,38
2022-04-17,Cumilla,4407
2022-04-16,Khulna,4136
2022-04-16,Sylhet,3795
2022-04-16,Mymensing,1141
2022-04-16,Cumilla,3819
2022-04-16,Chattogram,2896
2022-04-16,Rajshahi,2715
2022-04-16,Rangpur,1053
2022-04-16,Barishal,2246
2022-04-16,Dhaka,37
2022-04-15,Rangpur,1053
2022-04-15,Rajshahi,3095
2022-04-15,Barishal,2243
2022-04-15,Khulna,3679
2022-04-15,Sylhet,3635
2022-04-15,Dhaka,36
2022-04-15,Mymensing,1141
2022-04-15,Chattogram,2856
2022-04-15,Cumilla,3733
2022-04-14,Sylhet,3635
2022-04-14,Cumilla,4255
2022-04-14,Rangpur,653
2022-04-14,Rajshahi,3095
2022-04-14,Dhaka,35
2022-04-14,Chattogram,2856
2022-04-14,Barishal,2243
2022-04-14,Khulna,4133
2022-04-14,Mymensing,957
2022-04-13,Chattogram,2841
2022-04-13,Mymensing,907
2022-04-13,Sylhet,4017
2022-04-13,Dhaka,34
2022-04-13,Khulna,4133
2022-04-13,Barishal,2171
2022-04-13,Rajshahi,3095
2022-04-13,Rangpur,653
2022-04-13,Cumilla,3645
2022-04-12,Barishal,2171
2022-04-12,Dhaka,33
2022-04-12,Chattogram,2825
2022-04-12,Cumilla,4243
2022-04-12,Mymensing,957
2022-04-12,Sylhet,3514
2022-04-12,Khulna,4185
2022-04-12,Rangpur,653
2022-04-12,Rajshahi,3081
2022-04-11,Cumilla,4056
2022-04-11,Chattogram,2951
2022-04-11,Dhaka,32
2022-04-11,Mymensing,997
2022-04-11,Khulna,3996
2022-04-11,Rajshahi,3056
2022-04-11,Rangpur,651
2022-04-11,Barishal,2149
2022-04-11,Sylhet,3512
2022-04-10,Dhaka,31
2022-04-10,Rangpur,750
2022-04-10,Barishal,1999
2022-04-10,Khulna,3854
2022-04-10,Sylhet,3451
2022-04-10,Mymensing,990
2022-04-10,Cumilla,4055
2022-04-10,Chattogram,2953
2022-04-10,Rajshahi,2975
2022-04-09,Rangpur,1150
2022-04-09,Dhaka,30
2022-04-09,Rajshahi,2983
2022-04-09,Chattogram,2953
2022-04-09,Cumilla,4173
2022-04-09,Mymensing,990
2022-04-09,Sylhet,3441
2022-04-09,Barishal,2259
2022-04-09,Khulna,3774
2022-04-08,Dhaka,29
2022-04-08,Barishal,2242
2022-04-08,Khulna,3824
2022-04-08,Sylhet,4155
2022-04-08,Mymensing,1017
2022-04-08,Cumilla,4173
2022-04-08,Chattogram,3253
2022-04-08,Rajshahi,2983
2022-04-08,Rangpur,1150
2022-04-07,Rangpur,1146
2022-04-07,Sylhet,4168
2022-04-07,Chattogram,3208
2022-04-07,Dhaka,28
2022-04-07,Rajshahi,2933
2022-04-07,Cumilla,4081
2022-04-07,Khulna,3686
2022-04-07,Barishal,2242
2022-04-07,Mymensing,917
2022-04-06,Rajshahi,2796
2022-04-06,Barishal,2242
2022-04-06,Khulna,3583
2022-04-06,Mymensing,665
2022-04-06,Sylhet,4158
2022-04-06,Cumilla,4256
2022-04-06,Chattogram,3239
2022-04-06,Dhaka,27
2022-04-06,Rangpur,1151
2022-04-05,Rangpur,1151
2022-04-05,Dhaka,26
2022-04-05,Chattogram,3152
2022-04-05,Cumilla,4227
2022-04-05,Mymensing,665
2022-04-05,Sylhet,4142
2022-04-05,Khulna,3551
2022-04-05,Rajshahi,2706
2022-04-05,Barishal,2217
2022-04-04,Rajshahi,2515
2022-04-04,Barishal,2162
2022-04-04,Rangpur,1051
2022-04-04,Khulna,3420
2022-04-04,Sylhet,3922
2022-04-04,Mymensing,769
2022-04-04,Chattogram,3123
2022-04-04,Dhaka,25
2022-04-04,Cumilla,4147
2022-04-03,Khulna,3424
2022-04-03,Chattogram,3123
2022-04-03,Rajshahi,2675
2022-04-03,Barishal,2208
2022-04-03,Sylhet,3865
2022-04-03,Mymensing,769
2022-04-03,Cumilla,4157
2022-04-03,Dhaka,24
2022-04-03,Rangpur,1051
2022-04-02,Cumilla,4293
2022-04-02,Dhaka,23
2022-04-02,Rangpur,1051
2022-04-02,Rajshahi,3055
2022-04-02,Khulna,3556
2022-04-02,Chattogram,3123
2022-04-02,Barishal,2163
2022-04-02,Sylhet,3822
2022-04-02,Mymensing,969
2022-04-01,Chattogram,3113
2022-04-01,Dhaka,53
2022-04-01,Cumilla,4369
2022-04-01,Rajshahi,3190
2022-04-01,Barishal,2163
2022-04-01,Mymensing,969
2022-04-01,Sylhet,3495
2022-04-01,Khulna,3644
2022-04-01,Rangpur,1051
2022-03-31,Barishal,2163
2022-03-31,Rajshahi,3174
2022-03-31,Sylhet,3445
2022-03-31,Khulna,3636
2022-03-31,Mymensing,969
2022-03-31,Cumilla,4207
2022-03-31,Chattogram,3088
2022-03-31,Dhaka,52
2022-03-31,Rangpur,1024
2022-03-30,Cumilla,4388
2022-03-30,Dhaka,51
2022-03-30,Sylhet,3200
2022-03-30,Khulna,3636
2022-03-30,Barishal,2164
2022-03-30,Rajshahi,3136
2022-03-30,Rangpur,1017
2022-03-30,Chattogram,3091
2022-03-30,Mymensing,969
2022-03-29,Dhaka,50
2022-03-29,Rangpur,1024
2022-03-29,Chattogram,3091
2022-03-29,Cumilla,4478
2022-03-29,Mymensing,963
2022-03-29,Sylhet,3153
2022-03-29,Khulna,3569
2022-03-29,Barishal,2164
2022-03-29,Rajshahi,2987
2022-03-28,Mymensing,1003
2022-03-28,Rangpur,1014
2022-03-28,Rajshahi,3257
2022-03-28,Khulna,3719
2022-03-28,Sylhet,3092
2022-03-28,Barishal,2064
2022-03-28,Cumilla,4434
2022-03-28,Chattogram,3059
2022-03-28,Dhaka,49
2022-03-27,Barishal,2030
2022-03-27,Rangpur,1022
2022-03-27,Cumilla,4569
2022-03-27,Chattogram,3046
2022-03-27,Dhaka,48
2022-03-27,Khulna,3440
2022-03-27,Rajshahi,3290
2022-03-27,Mymensing,982
2022-03-27,Sylhet,2865
2022-03-26,Cumilla,4525
2022-03-26,Sylhet,2810
2022-03-26,Mymensing,982
2022-03-26,Rangpur,1022
2022-03-26,Barishal,2025
2022-03-26,Rajshahi,3263
2022-03-26,Khulna,2888
2022-03-26,Chattogram,3256
2022-03-26,Dhaka,47
2022-03-25,Khulna,2880
2022-03-25,Rangpur,1025
2022-03-25,Barishal,1985
2022-03-25,Rajshahi,3281
2022-03-25,Dhaka,46
2022-03-25,Cumilla,4692
2022-03-25,Chattogram,3116
2022-03-25,Sylhet,2693
2022-03-25,Mymensing,926
2022-03-24,Rangpur,1025
2022-03-24,Rajshahi,2777
2022-03-24,Barishal,1985
2022-03-24,Khulna,2886
2022-03-24,Sylhet,3240
2022-03-24,Mymensing,896
2022-03-24,Chattogram,2987
2022-03-24,Dhaka,45
2022-03-24,Cumilla,4714
2022-03-23,Cumilla,4531
2022-03-23,Rangpur,1025
2022-03-23,Barishal,1985
2022-03-23,Khulna,2971
2022-03-23,Sylhet,3345
2022-03-23,Mymensing,940
2022-03-23,Chattogram,2980
2022-03-23,Dhaka,44
2022-03-23,Rajshahi,2929
2022-03-22,Sylhet,3329
2022-03-22,Chattogram,3008
2022-03-22,Cumilla,4511
2022-03-22,Mymensing,930
2022-03-22,Dhaka,43
2022-03-22,Khulna,3021
2022-03-22,Rajshahi,3175
2022-03-22,Rangpur,1024
2022-03-22,Barishal,1672
2022-03-21,Dhaka,42
2022-03-21,Rangpur,1024
2022-03-21,Rajshahi,3175
2022-03-21,Barishal,1592
2022-03-21,Sylhet,3329
2022-03-21,Mymensing,930
2022-03-21,Cumilla,4621
2022-03-21,Chattogram,2973
2022-03-21,Khulna,3101
2022-03-20,Rangpur,984
2022-03-20,Barishal,1572
2022-03-20,Khulna,3100
2022-03-20,Sylhet,3165
2022-03-20,Mymensing,1098
2022-03-20,Cumilla,4675
2022-03-20,Dhaka,41
2022-03-20,Chattogram,3030
2022-03-20,Rajshahi,3175
2022-03-19,Chattogram,3030
2022-03-19,Khulna,3192
2022-03-19,Rangpur,984
2022-03-19,Mymensing,1076
2022-03-19,Sylhet,3145
2022-03-19,Cumilla,4475
2022-03-19,Barishal,1572
2022-03-19,Rajshahi,3275
2022-03-19,Dhaka,40
2022-03-18,Rajshahi,2571
2022-03-18,Dhaka,39
2022-03-18,Chattogram,2792
2022-03-18,Cumilla,4435
2022-03-18,Mymensing,952
2022-03-18,Sylhet,3252
2022-03-18,Khulna,3201
2022-03-18,Barishal,1755
2022-03-18,Rangpur,1027
2022-03-17,Dhaka,38
2022-03-17,Barishal,1683
2022-03-17,Khulna,3201
2022-03-17,Chattogram,2866
2022-03-17,Cumilla,4775
2022-03-17,Mymensing,952
2022-03-17,Sylhet,3042
2022-03-17,Rangpur,1024
2022-03-17,Rajshahi,2623
2022-03-16,Dhaka,37
2022-03-16,Cumilla,4645
2022-03-16,Chattogram,2638
2022-03-16,Mymensing,952
2022-03-16,Sylhet,2843
2022-03-16,Khulna,2919
2022-03-16,Barishal,1683
2022-03-16,Rajshahi,2337
2022-03-16,Rangpur,1024
2022-03-15,Mymensing,952
2022-03-15,Cumilla,4241
2022-03-15,Chattogram,2593
2022-03-15,Dhaka,36
2022-03-15,Khulna,2889
2022-03-15,Barishal,1683
2022-03-15,Rajshahi,2337
2022-03-15,Rangpur,1024
2022-03-15,Sylhet,2533
2022-03-14,Barishal,2334
2022-03-14,Dhaka,35
2022-03-14,Chattogram,2538
2022-03-14,Cumilla,4016
2022-03-14,Mymensing,946
2022-03-14,Sylhet,2942
2022-03-14,Khulna,3368
2022-03-14,Rajshahi,2351
2022-03-14,Rangpur,864
2022-03-13,Barishal,2334
2022-03-13,Dhaka,34
2022-03-13,Rajshahi,2445
2022-03-13,Khulna,3388
2022-03-13,Sylhet,2482
2022-03-13,Mymensing,946
2022-03-13,Cumilla,4711
2022-03-13,Chattogram,2513
2022-03-13,Rangpur,864
2022-03-12,Rajshahi,2386
2022-03-12,Rangpur,864
2022-03-12,Barishal,2334
2022-03-12,Khulna,3293
2022-03-12,Sylhet,2382
2022-03-12,Chattogram,2513
2022-03-12,Mymensing,1046
2022-03-12,Cumilla,4571
2022-03-12,Dhaka,33
2022-03-11,Dhaka,32
2022-03-11,Cumilla,4430
2022-03-11,Rangpur,754
2022-03-11,Rajshahi,2386
2022-03-11,Barishal,2334
2022-03-11,Khulna,3198
2022-03-11,Sylhet,2602
2022-03-11,Mymensing,1046
2022-03-11,Chattogram,2514
2022-03-10,Chattogram,2482
2022-03-10,Dhaka,31
2022-03-10,Barishal,2334
2022-03-10,Rajshahi,2383
2022-03-10,Rangpur,754
2022-03-10,Khulna,3196
2022-03-10,Sylhet,3372
2022-03-10,Mymensing,1046
2022-03-10,Cumilla,4566
2022-03-09,Rangpur,634
2022-03-09,Rajshahi,2383
2022-03-09,Barishal,2334
2022-03-09,Khulna,3190
2022-03-09,Sylhet,3373
2022-03-09,Mymensing,1146
2022-03-09,Chattogram,2566
2022-03-09,Dhaka,30
2022-03-09,Cumilla,4133
2022-03-08,Rangpur,634
2022-03-08,Rajshahi,2347
2022-03-08,Barishal,2334
2022-03-08,Khulna,3196
2022-03-08,Sylhet,3142
2022-03-08,Mymensing,1166
2022-03-08,Cumilla,4233
2022-03-08,Chattogram,2566
2022-03-08,Dhaka,29
2022-03-07,Rangpur,634
2022-03-07,Sylhet,3082
2022-03-07,Chattogram,2555
2022-03-07,Dhaka,28
2022-03-07,Mymensing,1186
2022-03-07,Cumilla,4113
2022-03-07,Khulna,3196
2022-03-07,Barishal,2355
2022-03-07,Rajshahi,2575
2022-03-06,Khulna,3142
2022-03-06,Dhaka,27
2022-03-06,Rajshahi,2175
2022-03-06,Barishal,2355
2022-03-06,Rangpur,754
2022-03-06,Sylhet,2882
2022-03-06,Mymensing,1186
2022-03-06,Cumilla,4082
2022-03-06,Chattogram,2554
2022-03-05,Mymensing,1116
2022-03-05,Chattogram,2569
2022-03-05,Rangpur,921
2022-03-05,Dhaka,26
2022-03-05,Rajshahi,1974
2022-03-05,Barishal,2333
2022-03-05,Khulna,3142
2022-03-05,Sylhet,2882
2022-03-05,Cumilla,3929
2022-03-04,Sylhet,2876
2022-03-04,Dhaka,25
2022-03-04,Chattogram,2606
2022-03-04,Cumilla,3936
2022-03-04,Mymensing,1035
2022-03-04,Khulna,2976
2022-03-04,Barishal,2333
2022-03-04,Rangpur,921
2022-03-04,Rajshahi,1914
2022-03-03,Sylhet,2856
2022-03-03,Mymensing,920
2022-03-03,Cumilla,4024
2022-03-03,Khulna,2900
2022-03-03,Barishal,2333
2022-03-03,Rajshahi,1918
2022-03-03,Dhaka,24
2022-03-03,Rangpur,921
2022-03-03,Chattogram,2521
2022-03-02,Chattogram,2519
2022-03-02,Barishal,2352
2022-03-02,Khulna,2980
2022-03-02,Dhaka,23
2022-03-02,Sylhet,3118
2022-03-02,Rangpur,918
2022-03-02,Mymensing,910
2022-03-02,Cumilla,4068
2022-03-02,Rajshahi,1982
2022-03-01,Mymensing,910
2022-03-01,Chattogram,2519
2022-03-01,Cumilla,4068
2022-03-01,Barishal,2232
2022-03-01,Dhaka,50
2022-03-01,Rajshahi,1937
2022-03-01,Rangpur,904
2022-03-01,Khulna,2984
2022-03-01,Sylhet,3118
2022-02-28,Chattogram,2501
2022-02-28,Cumilla,4066
2022-02-28,Mymensing,910
2022-02-28,Sylhet,3118
2022-02-28,Khulna,2984
2022-02-28,Rangpur,754
2022-02-28,Barishal,2232
2022-02-28,Rajshahi,1922
2022-02-28,Dhaka,49
2022-02-27,Sylhet,3131
2022-02-27,Rangpur,754
2022-02-27,Chattogram,2527
2022-02-27,Cumilla,4042
2022-02-27,Mymensing,870
2022-02-27,Dhaka,48
2022-02-27,Rajshahi,1922
2022-02-27,Barishal,2234
2022-02-27,Khulna,2950
2022-02-26,Cumilla,3992
2022-02-26,Chattogram,2529
2022-02-26,Khulna,2940
2022-02-26,Barishal,2232
2022-02-26,Rajshahi,1952
2022-02-26,Sylhet,3235
2022-02-26,Mymensing,985
2022-02-26,Rangpur,754
2022-02-26,Dhaka,47
2022-02-25,Cumilla,4392
2022-02-25,Mymensing,1045
2022-02-25,Sylhet,3026
2022-02-25,Dhaka,46
2022-02-25,Barishal,1259
2022-02-25,Rajshahi,2017
2022-02-25,Rangpur,754
2022-02-25,Khulna,2980
2022-02-25,Chattogram,2627
2022-02-24,Cumilla,4392
2022-02-24,Chattogram,2612
2022-02-24,Mymensing,1080
2022-02-24,Rajshahi,2017
2022-02-24,Rangpur,634
2022-02-24,Barishal,2279
2022-02-24,Khulna,2994
2022-02-24,Sylhet,2816
2022-02-24,Dhaka,45
2022-02-23,Chattogram,2605
2022-02-23,Barishal,2279
2022-02-23,Rajshahi,2017
2022-02-23,Khulna,2408
2022-02-23,Dhaka,44
2022-02-23,Sylhet,2810
2022-02-23,Mymensing,1080
2022-02-23,Rangpur,634
2022-02-23,Cumilla,4270
2022-02-22,Dhaka,43
2022-02-22,Chattogram,2605
2022-02-22,Cumilla,4196
2022-02-22,Mymensing,1075
2022-02-22,Sylhet,2722
2022-02-22,Khulna,2348
2022-02-22,Barishal,2359
2022-02-22,Rajshahi,2004
2022-02-22,Rangpur,634
2022-02-21,Rangpur,634
2022-02-21,Sylhet,2862
2022-02-21,Dhaka,42
2022-02-21,Chattogram,2589
2022-02-21,Cumilla,4409
2022-02-21,Mymensing,1035
2022-02-21,Khulna,2358
2022-02-21,Rajshahi,2544
2022-02-21,Barishal,2359
2022-02-20,Dhaka,41
2022-02-20,Rangpur,634
2022-02-20,Chattogram,2653
2022-02-20,Cumilla,4429
2022-02-20,Rajshahi,2635
2022-02-20,Barishal,2344
2022-02-20,Khulna,2353
2022-02-20,Sylhet,2884
2022-02-20,Mymensing,1100
2022-02-19,Barishal,2346
2022-02-19,Chattogram,2653
2022-02-19,Rangpur,634
2022-02-19,Rajshahi,2530
2022-02-19,Khulna,2353
2022-02-19,Sylhet,2784
2022-02-19,Mymensing,1100
2022-02-19,Cumilla,4429
2022-02-19,Dhaka,40
2022-02-18,Barishal,2346
2022-02-18,Sylhet,2914
2022-02-18,Mymensing,980
2022-02-18,Dhaka,39
2022-02-18,Rajshahi,2396
2022-02-18,Cumilla,4342
2022-02-18,Chattogram,2653
2022-02-18,Rangpur,634
2022-02-18,Khulna,2353
2022-02-17,Dhaka,38
2022-02-17,Chattogram,2533
2022-02-17,Rangpur,634
2022-02-17,Rajshahi,2533
2022-02-17,Barishal,2318
2022-02-17,Khulna,2361
2022-02-17,Sylhet,2988
2022-02-17,Mymensing,980
2022-02-17,Cumilla,4420
2022-02-16,Dhaka,37
2022-02-16,Mymensing,980
2022-02-16,Chattogram,2534
2022-02-16,Cumilla,4390
2022-02-16,Sylhet,2954
2022-02-16,Barishal,2318
2022-02-16,Khulna,2361
2022-02-16,Rajshahi,2353
2022-02-16,Rangpur,634
2022-02-15,Rajshahi,2623
2022-02-15,Rangpur,634
2022-02-15,Sylhet,2378
2022-02-15,Khulna,2387
2022-02-15,Mymensing,1000
2022-02-15,Cumilla,4312
2022-02-15,Chattogram,2483
2022-02-15,Dhaka,36
2022-02-15,Barishal,2364
2022-02-14,Sylhet,2954
2022-02-14,Chattogram,2505
2022-02-14,Dhaka,35
2022-02-14,Barishal,2368
2022-02-14,Khulna,2389
2022-02-14,Rajshahi,2624
2022-02-14,Rangpur,634
2022-02-14,Cumilla,4291
2022-02-14,Mymensing,1015
2022-02-13,Chattogram,2498
2022-02-13,Dhaka,34
2022-02-13,Rangpur,634
2022-02-13,Cumilla,4490
2022-02-13,Mymensing,1105
2022-02-13,Sylhet,2656
2022-02-13,Rajshahi,2684
2022-02-13,Barishal,2268
2022-02-13,Khulna,2365
2022-02-12,Mymensing,1105
2022-02-12,Dhaka,33
2022-02-12,Cumilla,4490
2022-02-12,Chattogram,2518
2022-02-12,Rangpur,634
2022-02-12,Rajshahi,2684
2022-02-12,Barishal,2268
2022-02-12,Khulna,2365
2022-02-12,Sylhet,2946
2022-02-11,Sylhet,2887
2022-02-11,Mymensing,960
2022-02-11,Cumilla,4506
2022-02-11,Barishal,2478
